user,Inception,The Shawshank Redemption,The Matrix,Interstellar,Pulp Fiction,Avatar,Jurassic Park,Forrest Gump,The Godfather,The Dark Knight,Star Wars,Titanic,Gladiator,The Lion King,Fight Club,Casablanca,The Lord of the Rings,The Avengers,Eternal Sunshine of the Spotless Mind,The Social Network,Black Panther,La La Land,The Grand Budapest Hotel,Blade Runner 2049,The Incredibles,Toy Story,Gone with the Wind,The Silence of the Lambs,Shutter Island,The Revenant,The Breakfast Club,The Princess Bride,The Godfather Part II,The Big Lebowski,The Good Dinosaur
user6232,1,2,2,4,2,3,3,2,2,1,4,1,3,2,4,1,4,2,2,5,5,1,1,3,4,1,3,4,2,5,4,5,2,4,5
user6233,1,3,5,5,3,1,3,1,4,3,3,5,4,5,1,1,2,5,5,3,5,4,2,4,2,2,4,2,5,2,2,5,5,1,2
user6234,4,2,5,1,5,3,1,2,1,5,1,4,1,1,2,4,4,3,5,3,5,5,4,5,4,4,2,2,2,1,4,2,2,4,3
user6235,3,4,2,3,3,3,3,1,1,3,5,4,4,2,2,1,3,1,4,2,4,3,1,2,3,2,2,1,4,3,4,2,2,4,3
user6236,4,2,3,5,4,2,2,3,5,2,4,3,2,4,2,5,1,5,5,3,3,3,1,1,3,5,5,2,1,3,4,3,5,4,2
user6237,2,5,4,5,4,1,1,1,4,4,2,2,5,5,2,5,5,2,5,5,5,4,1,1,5,1,3,1,1,4,4,3,2,5,3
user6238,2,2,2,5,4,3,4,4,3,1,5,1,3,4,5,5,3,5,5,1,3,5,2,3,2,3,1,2,3,4,1,4,3,5,4
user6239,2,2,5,4,4,2,1,1,2,5,4,5,4,1,5,3,3,4,5,1,5,4,5,4,5,4,1,4,2,5,3,3,1,3,5
user6240,2,1,1,4,2,3,1,3,5,3,1,4,5,1,5,3,3,5,1,2,5,4,4,4,1,5,1,4,4,4,3,2,2,1,3
user6241,4,2,3,4,5,4,4,3,3,3,1,3,2,4,3,5,2,5,4,3,3,4,1,1,1,4,3,4,4,3,4,3,4,1,4
user6242,5,4,3,5,3,1,5,4,3,2,1,4,4,1,3,5,3,4,5,1,4,4,3,2,5,4,2,4,2,1,2,2,3,4,3
user6243,1,1,2,1,5,4,1,4,3,2,1,4,5,3,2,4,5,3,4,4,5,1,3,1,4,4,3,3,4,1,2,4,4,2,4
user6244,2,5,3,4,4,1,1,1,3,5,4,3,2,3,1,3,3,4,1,5,5,5,3,4,1,5,2,1,1,4,1,5,3,2,2
user6245,5,3,4,2,4,1,5,3,3,5,3,3,1,3,3,4,3,3,2,4,2,5,5,2,2,5,3,3,2,2,2,5,4,4,5
user6246,2,1,1,1,3,5,1,3,3,2,2,1,3,2,4,5,4,3,1,4,5,1,4,1,1,1,1,4,4,3,4,4,1,5,1
user6247,3,3,3,2,2,3,3,3,4,1,2,5,3,5,2,2,1,4,2,2,4,2,2,4,1,1,1,3,3,1,4,4,5,1,5
user6248,3,3,1,3,3,3,5,1,2,3,1,1,3,1,3,3,5,5,4,1,1,3,3,3,4,3,4,2,3,5,4,3,2,4,3
user6249,4,4,5,2,4,4,3,3,1,2,1,3,1,4,1,5,4,3,4,2,4,4,4,5,2,4,3,4,3,5,2,5,1,4,1
user6250,5,4,4,1,1,5,5,2,4,4,1,4,5,2,3,4,4,1,2,3,4,2,2,2,1,2,5,5,4,5,2,4,3,1,3
user6251,3,1,1,3,3,5,1,2,3,5,2,4,3,3,2,1,2,1,5,1,3,1,5,1,2,4,3,1,3,3,1,3,2,2,3
user6252,2,4,3,4,3,1,4,2,2,2,2,4,1,4,2,5,4,2,3,5,1,4,1,4,4,4,5,4,4,2,4,1,5,1,4
user6253,4,4,4,4,2,2,1,5,3,5,4,1,4,2,3,4,1,4,1,3,3,2,5,3,4,2,3,1,4,3,5,4,4,5,4
user6254,2,5,2,3,5,2,4,5,3,3,5,2,5,2,4,4,4,2,4,5,2,3,4,5,2,4,2,1,5,5,3,4,3,5,1
user6255,1,5,4,4,3,3,1,5,3,4,2,2,2,2,4,1,3,4,2,1,1,2,4,5,1,4,5,1,3,3,4,4,1,1,3
user6256,3,4,4,1,1,5,2,2,3,5,2,5,3,1,2,3,3,2,1,4,5,3,1,5,3,2,1,5,2,5,4,3,5,3,5
user6257,1,3,5,3,1,4,1,3,5,1,2,1,5,2,5,4,2,2,1,1,2,3,1,2,3,1,5,4,5,2,1,1,3,4,2
user6258,1,1,1,1,5,2,4,2,2,2,4,2,2,3,1,1,4,2,3,5,3,3,2,3,2,5,3,3,3,4,4,1,3,2,2
user6259,3,5,2,5,3,3,5,1,4,1,2,4,1,1,3,3,5,2,1,1,5,4,3,4,4,1,5,5,2,4,4,4,4,1,5
user6260,4,1,3,4,4,5,3,1,3,1,2,4,5,4,1,2,5,3,3,4,1,5,4,2,3,1,2,4,3,3,4,5,5,4,5
user6261,5,3,2,1,3,2,4,2,5,3,1,4,5,1,1,5,4,3,2,2,3,5,1,2,5,2,1,3,1,3,2,1,2,3,2
user6262,5,1,4,2,1,3,5,4,5,1,4,1,2,3,3,3,1,4,1,4,5,1,1,3,3,1,5,5,1,2,2,5,3,1,5
user6263,4,4,2,2,1,4,2,4,4,4,5,1,1,4,3,3,2,5,3,4,5,3,1,2,2,1,4,5,4,3,5,5,4,1,2
user6264,2,2,2,5,5,4,5,1,1,1,4,5,5,4,4,2,5,5,4,5,4,3,4,1,2,4,2,5,4,4,1,5,4,2,4
user6265,2,1,1,3,1,3,3,3,2,3,5,2,5,5,2,1,5,4,3,2,1,2,3,2,1,3,2,4,5,2,4,4,2,5,5
user6266,3,3,4,4,2,4,2,2,5,3,2,4,4,3,2,1,2,2,1,3,1,3,3,4,4,2,3,3,4,5,4,5,3,4,5
user6267,1,5,4,3,2,3,5,3,1,2,4,3,3,2,2,4,5,2,4,4,2,3,5,3,5,3,5,1,3,1,5,4,2,5,3
user6268,5,2,3,1,4,2,4,4,1,5,3,5,2,1,2,5,4,3,3,4,1,2,1,1,3,1,5,5,1,5,1,2,1,3,1
user6269,4,4,5,4,4,5,1,3,4,1,2,5,3,3,3,1,1,1,1,1,2,2,2,2,1,2,2,4,2,5,2,4,3,5,5
user6270,4,1,5,1,4,1,1,2,1,3,4,3,5,2,5,1,5,3,3,3,1,1,3,4,3,4,1,1,2,3,4,1,5,4,2
user6271,5,3,1,4,5,1,2,3,5,5,5,4,4,2,4,1,1,2,5,5,4,5,4,1,4,3,5,1,4,3,2,5,5,1,1
user6272,4,2,5,3,5,4,4,5,4,2,5,1,3,1,3,2,5,4,4,1,4,5,4,5,5,3,2,5,4,4,4,5,2,3,5
user6273,4,1,4,5,4,5,3,1,3,2,4,2,4,5,3,5,4,1,4,4,3,2,4,5,4,1,2,2,2,1,1,1,4,2,2
user6274,4,5,1,1,1,4,4,1,2,5,5,5,2,2,2,1,1,4,2,5,3,3,3,4,5,2,4,2,1,2,1,1,2,1,4
user6275,5,1,2,2,1,3,1,5,3,5,2,2,2,1,3,3,2,2,5,3,1,2,3,5,1,2,1,5,4,1,2,3,3,1,3
user6276,4,3,3,4,2,2,3,3,1,5,5,3,4,2,2,2,3,5,2,4,3,2,3,1,1,5,4,1,2,2,3,1,1,4,5
user6277,2,3,5,4,1,5,5,3,2,1,5,3,5,2,2,5,2,4,1,3,4,2,5,4,4,5,5,2,2,4,2,3,5,3,1
user6278,3,2,2,5,1,2,3,4,5,1,4,4,4,5,4,1,5,1,4,4,2,2,3,1,2,1,1,5,4,1,2,5,5,1,2
user6279,2,3,1,1,3,1,5,1,2,5,1,4,2,5,2,3,2,2,3,1,1,1,4,5,4,1,2,5,2,3,4,3,2,5,2
user6280,4,5,2,1,3,3,4,1,1,4,4,2,3,4,1,4,2,3,2,1,3,3,3,5,1,4,5,3,2,3,4,4,5,3,2
user6281,5,4,5,3,4,2,1,5,5,2,4,1,1,2,2,2,4,1,5,5,5,4,4,2,5,3,3,3,4,4,5,5,3,1,3
user6282,5,2,2,2,3,4,4,5,2,5,2,4,5,3,1,4,2,1,2,5,2,2,3,3,3,1,5,2,2,2,5,3,3,3,1
user6283,5,2,2,3,3,2,4,1,5,4,4,3,5,2,5,3,3,3,4,5,3,1,2,2,5,2,5,4,2,4,5,4,3,5,2
user6284,1,3,2,1,5,3,5,4,4,1,3,3,2,2,2,4,5,1,5,3,3,4,4,3,1,4,5,2,4,3,5,1,4,3,1
user6285,5,1,4,3,5,4,4,1,4,3,3,1,2,5,4,5,4,2,3,3,3,5,4,5,3,5,3,1,4,4,5,5,1,4,3
user6286,3,2,1,4,5,2,3,4,5,4,4,2,3,5,4,3,1,5,2,1,5,3,3,3,2,1,3,5,2,1,2,3,5,1,4
user6287,1,3,1,1,5,4,2,4,3,2,4,5,3,2,4,4,1,1,2,2,5,1,4,1,4,5,4,3,4,5,3,1,1,1,2
user6288,4,3,2,3,5,2,3,3,3,3,5,4,1,2,3,3,2,4,1,5,1,5,5,2,3,3,5,4,2,1,1,1,1,1,5
user6289,5,5,2,3,5,3,3,5,1,2,2,4,2,2,4,5,3,1,3,2,2,3,4,1,3,5,2,5,1,2,4,1,5,4,5
user6290,4,4,2,3,4,5,2,5,5,3,5,4,4,1,1,1,5,1,5,5,2,4,1,4,5,4,1,2,2,4,3,4,5,2,2
user6291,2,1,3,1,2,1,4,1,3,2,1,1,5,3,2,1,3,4,5,4,3,2,4,1,4,1,3,3,4,5,4,5,5,2,2
user6292,1,5,3,2,5,1,3,3,4,1,2,5,2,2,2,3,5,1,3,3,4,1,4,4,5,1,2,1,2,4,4,3,3,1,4
user6293,5,2,2,5,2,1,4,4,3,4,3,1,3,2,2,1,5,1,3,1,1,4,5,1,2,5,3,5,1,4,2,2,3,5,4
user6294,5,5,3,2,3,4,3,3,1,4,4,2,5,1,3,3,3,3,2,4,2,2,5,1,3,2,5,2,1,2,3,3,1,1,2
user6295,2,4,5,1,5,2,3,5,4,2,4,4,5,2,3,3,5,5,3,1,4,3,2,1,3,1,1,1,5,5,2,5,1,2,5
user6296,1,5,3,2,4,1,4,1,1,1,4,3,1,5,5,2,2,1,2,4,3,2,2,3,2,4,1,2,5,4,5,5,1,3,3
user6297,2,4,5,3,4,1,2,3,5,5,3,3,4,2,3,4,3,4,3,5,3,5,4,4,4,2,3,1,3,3,4,4,1,2,3
user6298,3,3,4,2,4,1,3,1,1,5,4,2,1,1,5,3,1,1,4,4,1,1,3,4,1,4,5,1,2,5,3,1,5,3,5
user6299,2,3,4,5,5,1,3,5,1,2,2,2,1,4,4,1,3,3,2,4,2,1,5,5,1,1,3,2,4,3,3,4,5,5,5
user6300,1,2,2,1,4,1,5,2,3,1,3,3,4,1,3,1,2,5,5,3,1,4,1,1,5,5,5,1,5,5,5,1,5,1,2
user6301,5,4,2,1,5,3,1,4,2,3,1,2,4,3,4,3,5,2,2,5,2,5,4,3,5,4,3,5,3,1,2,2,4,3,5
user6302,4,3,4,3,2,1,3,3,2,3,5,3,3,2,2,5,5,5,3,2,1,3,3,5,1,3,3,5,2,2,1,1,3,4,3
user6303,2,4,5,1,5,2,1,5,3,4,5,1,5,2,1,2,4,2,3,2,1,2,1,3,4,4,4,1,5,3,1,1,3,1,2
user6304,5,4,4,1,4,3,5,4,4,5,5,3,4,5,4,1,2,4,2,3,5,5,2,3,1,3,4,1,5,1,5,4,3,5,2
user6305,5,4,1,5,1,1,3,2,2,1,5,5,3,2,3,1,5,1,2,4,5,2,4,3,3,2,4,5,2,4,5,3,5,1,2
user6306,3,4,4,5,4,1,2,2,3,1,3,4,1,1,3,4,4,2,1,2,1,2,5,2,1,4,1,4,4,1,1,2,4,4,4
user6307,1,2,3,3,1,3,4,3,4,5,2,1,3,2,1,3,1,3,2,4,3,4,2,2,3,3,4,4,5,1,5,5,3,2,1
user6308,1,2,5,1,2,1,2,5,1,5,3,3,4,3,5,3,2,3,5,5,3,5,5,5,4,1,1,3,2,2,1,5,5,2,4
user6309,2,5,2,3,3,3,4,5,1,1,2,3,2,2,4,3,5,2,4,1,5,4,2,2,1,4,3,2,5,3,4,5,5,5,4
user6310,3,4,1,2,3,1,4,4,4,2,2,1,3,5,4,2,1,1,5,3,2,5,4,5,3,2,5,3,5,3,1,1,4,4,3
user6311,3,1,3,3,2,4,4,5,2,1,5,1,1,2,2,5,5,1,2,3,4,3,4,1,5,4,2,3,5,2,2,2,5,2,5
user6312,4,3,4,5,1,3,3,3,5,5,5,3,1,3,2,5,2,3,3,3,2,2,2,4,1,1,2,1,1,1,1,5,1,1,3
user6313,4,3,2,5,5,5,2,1,4,5,5,3,5,1,4,5,1,2,1,1,5,2,1,4,2,1,1,1,4,2,1,1,2,5,2
user6314,2,1,2,4,5,3,5,3,1,2,4,3,5,3,1,1,1,1,5,2,3,4,4,2,5,2,4,2,2,4,4,5,1,1,2
user6315,2,2,5,3,2,1,5,5,3,3,4,3,2,1,3,5,1,4,2,1,1,5,3,4,1,3,2,4,1,1,5,1,2,4,5
user6316,4,3,4,3,4,1,1,4,3,2,1,2,2,4,5,4,1,1,2,2,4,4,5,2,3,3,2,3,2,2,1,2,4,2,3
user6317,1,3,4,5,1,3,5,1,4,4,2,4,3,3,1,5,2,1,4,3,4,5,1,3,2,5,4,3,1,4,1,1,4,2,5
user6318,2,3,2,1,3,3,3,4,4,4,3,5,2,3,3,3,4,1,2,4,3,4,3,2,4,5,3,5,3,3,1,2,2,2,3
user6319,4,2,1,1,4,1,5,5,5,5,3,4,1,5,1,3,2,2,2,3,5,5,3,5,3,4,5,4,1,5,4,2,1,5,1
user6320,2,5,3,1,1,4,3,2,5,5,3,2,1,4,4,5,1,1,2,3,4,5,5,3,2,2,5,1,1,5,2,4,3,2,1
user6321,3,4,3,3,2,1,5,1,5,5,3,3,4,2,1,4,3,5,3,2,4,4,2,1,1,3,4,2,1,5,4,5,1,1,1
user6322,2,2,1,1,5,5,2,1,1,3,2,4,3,3,5,2,4,4,1,3,1,2,1,5,1,2,2,1,3,1,1,4,4,2,4
user6323,1,1,4,3,4,5,4,1,5,4,5,4,2,2,5,1,5,1,3,5,3,2,3,5,5,5,3,1,1,4,4,4,4,2,2
user6324,5,1,1,4,2,1,2,3,1,2,1,3,1,2,2,1,1,4,4,4,5,2,1,5,4,4,2,5,1,5,4,5,5,2,2
user6325,5,2,1,5,1,4,3,5,1,4,2,5,5,1,3,3,4,1,2,1,4,4,5,4,3,4,3,2,3,3,2,5,3,2,2
user6326,2,1,4,1,1,2,5,4,1,1,4,5,5,3,5,2,2,4,1,4,3,4,5,2,1,4,5,4,1,2,5,3,2,3,2
user6327,5,1,2,5,1,5,3,2,3,2,1,2,2,1,1,1,4,4,4,2,5,1,1,4,5,2,1,5,4,4,3,5,1,4,2
user6328,2,2,1,3,5,2,1,5,1,1,2,3,4,4,5,4,2,2,4,3,5,5,5,3,4,2,3,3,1,5,5,3,4,3,2
user6329,1,2,3,2,1,2,1,3,5,4,5,3,5,5,2,2,2,3,5,2,4,3,2,3,2,1,3,4,2,2,1,2,2,2,3
user6330,3,3,4,2,3,4,5,5,2,2,2,3,4,5,3,2,3,5,1,4,3,2,5,3,4,3,2,5,4,2,3,3,3,3,5
user6331,5,1,3,1,3,3,2,1,5,1,3,2,4,2,3,5,3,3,1,3,4,5,3,1,1,1,5,3,1,2,4,4,1,4,2
user6332,2,2,3,2,1,1,4,4,3,2,1,4,1,1,2,3,2,4,1,4,1,1,4,1,1,4,2,2,2,1,4,4,2,5,3
user6333,4,2,2,1,4,3,2,1,5,5,1,2,1,3,3,5,3,5,4,4,3,5,3,5,3,5,2,5,2,3,5,3,3,4,3
user6334,2,1,5,3,2,1,5,1,5,4,5,2,5,2,4,3,4,5,4,2,2,1,1,4,2,1,4,3,4,1,3,3,4,1,1
user6335,4,1,2,1,4,4,4,1,2,2,1,5,4,3,3,3,4,2,1,1,2,2,2,4,3,4,5,1,1,3,5,3,4,5,1
user6336,3,2,2,5,5,4,1,2,2,3,3,2,3,3,2,3,2,5,2,1,4,2,5,4,5,2,1,4,4,2,5,4,4,2,5
user6337,2,3,4,1,3,5,4,3,4,1,2,1,4,1,1,5,1,3,3,5,2,4,2,5,5,2,3,1,2,3,1,4,1,2,3
user6338,2,4,2,2,3,4,4,4,2,2,1,5,1,5,1,2,1,1,4,3,2,3,3,5,2,4,5,2,2,4,3,2,5,2,5
user6339,5,1,5,2,2,2,5,4,4,2,2,2,1,2,5,4,4,4,5,5,1,5,4,5,1,1,1,5,2,1,1,3,1,3,5
user6340,5,2,5,1,2,1,4,1,2,1,4,2,4,4,2,2,4,5,5,2,5,1,3,1,1,1,4,1,3,2,5,3,4,4,1
user6341,1,3,4,5,5,1,3,2,5,3,4,5,3,1,4,5,1,3,4,2,5,4,3,2,4,4,2,2,4,1,2,5,5,3,3
user6342,5,3,3,3,3,3,2,1,1,5,4,1,5,5,3,3,2,5,4,5,4,2,2,5,1,4,1,4,3,1,2,5,4,4,2
user6343,2,2,1,1,3,2,4,4,2,5,3,1,5,2,1,5,1,1,2,2,3,3,3,2,3,2,5,5,5,2,1,4,2,4,2
user6344,5,1,5,2,3,2,5,5,4,3,3,2,5,3,5,3,2,4,5,2,4,2,2,2,3,3,4,4,1,2,3,5,5,3,4
user6345,3,5,4,4,5,4,1,1,5,2,5,2,4,3,3,5,5,4,2,1,2,2,2,4,4,4,2,3,2,1,1,2,1,2,5
user6346,1,5,1,1,4,4,4,1,3,5,2,3,5,4,2,4,5,4,1,4,3,1,1,2,4,5,4,4,2,4,2,4,1,3,4
user6347,3,1,5,2,3,4,1,5,4,3,5,1,3,4,3,3,5,5,2,3,3,4,1,3,4,1,1,1,5,3,2,2,1,5,4
user6348,4,4,1,2,2,5,2,4,4,4,1,4,3,5,5,5,2,4,4,2,1,5,5,1,2,2,5,5,1,2,4,4,3,2,2
user6349,2,1,1,3,4,1,3,1,3,3,4,2,5,4,2,2,1,2,5,4,1,3,4,4,2,3,5,3,4,4,2,5,4,3,5
user6350,5,2,4,5,2,2,3,5,3,2,3,3,3,2,1,1,3,3,1,3,3,3,3,2,5,1,4,2,4,2,2,5,3,1,2
user6351,3,2,3,4,4,5,2,2,1,2,2,4,4,1,1,2,2,1,4,3,4,1,5,4,3,5,1,2,5,5,4,3,5,5,5
user6352,1,1,4,2,1,2,4,2,4,2,2,4,1,3,3,3,4,4,1,5,4,5,4,2,3,3,1,4,1,3,5,4,2,3,2
user6353,5,4,2,4,4,3,5,4,5,5,4,4,4,3,2,3,2,2,5,3,2,2,3,5,1,3,2,3,4,3,2,1,3,5,1
user6354,1,2,1,5,4,5,5,1,5,5,4,3,3,4,1,2,5,2,2,4,5,5,5,5,1,2,2,1,3,5,5,5,2,5,5
user6355,4,2,3,2,1,5,5,1,5,3,4,5,5,3,3,5,3,4,2,2,1,4,3,5,4,4,2,4,2,4,1,4,4,1,1
user6356,3,4,5,5,1,4,4,5,4,4,3,4,4,3,1,3,4,1,1,1,5,5,4,2,1,3,5,5,3,3,2,2,2,2,3
user6357,4,3,1,2,1,2,1,2,3,3,3,5,3,4,1,2,4,5,1,1,1,5,4,4,3,2,4,5,2,5,2,1,4,1,3
user6358,3,1,3,5,3,5,5,4,4,1,3,4,5,5,4,2,2,1,5,2,5,5,3,1,2,1,5,4,5,1,1,4,4,4,3
user6359,2,1,2,5,5,3,5,4,1,1,1,4,5,3,2,4,3,3,5,4,1,3,2,4,2,5,5,4,1,4,1,5,3,1,1
user6360,4,5,4,1,4,5,4,2,3,3,2,3,3,3,5,2,4,5,5,1,2,1,5,5,4,5,3,3,4,4,4,1,2,4,3
user6361,1,5,1,1,2,4,3,2,2,2,2,1,4,1,1,1,4,1,4,3,4,4,5,2,2,3,2,5,2,4,4,1,4,5,4
user6362,1,4,2,5,3,2,4,1,4,5,1,1,5,1,1,2,4,2,2,1,5,1,5,5,1,2,4,3,2,4,1,2,4,1,5
user6363,1,4,3,2,4,2,4,2,2,1,3,4,4,1,2,2,3,5,5,4,3,1,5,5,3,4,4,3,1,3,5,2,3,5,5
user6364,3,5,4,4,2,1,1,5,4,2,2,1,3,3,1,4,3,1,3,3,2,2,5,4,1,5,2,3,2,1,4,2,4,3,3
user6365,3,5,2,4,3,4,4,5,1,4,1,4,4,1,1,1,1,5,3,5,3,3,2,5,2,5,2,1,5,5,1,2,3,2,3
user6366,5,1,2,4,5,5,4,1,2,2,2,5,1,3,3,4,4,1,1,4,5,3,5,3,5,4,4,3,5,5,1,2,4,5,2
user6367,2,1,4,4,1,4,2,2,4,2,2,5,1,3,2,5,4,4,5,3,5,3,5,3,5,1,5,4,3,4,4,2,2,3,3
user6368,3,1,2,1,2,3,5,2,1,1,3,5,3,3,4,3,1,1,5,2,4,5,3,5,1,1,1,4,4,2,5,1,3,3,1
user6369,2,2,4,3,3,1,3,4,3,4,3,1,4,2,4,2,3,1,4,2,5,3,3,2,4,5,5,1,2,2,4,1,1,4,2
user6370,5,2,2,3,5,2,5,2,4,5,4,3,4,4,1,3,1,2,3,1,3,3,2,4,3,4,5,5,4,5,3,4,5,5,1
user6371,3,4,5,5,3,2,3,5,5,4,4,5,2,5,3,5,3,3,4,1,1,5,2,2,5,2,3,1,2,5,5,5,5,2,1
user6372,2,5,1,3,4,1,1,4,4,1,4,3,1,1,1,3,4,4,3,3,1,1,5,4,2,3,5,1,3,1,5,1,1,5,3
user6373,5,3,2,5,5,2,4,3,1,5,3,3,4,3,1,2,5,3,3,1,1,4,5,1,2,4,2,5,5,5,2,4,1,2,1
user6374,1,2,1,2,2,5,3,3,5,5,1,5,3,3,5,3,5,4,2,2,2,2,5,2,1,4,2,5,1,5,4,3,5,4,1
user6375,5,4,3,5,4,1,4,1,2,4,5,5,2,3,3,2,3,5,3,3,4,1,5,1,4,2,1,3,3,2,1,4,1,3,2
user6376,3,5,4,3,2,5,3,1,4,5,5,2,3,1,1,2,2,1,3,2,1,3,5,5,5,4,1,1,4,2,1,4,2,3,3
user6377,3,3,5,3,2,3,4,1,5,3,5,2,4,1,5,1,5,4,5,2,2,4,5,5,1,2,4,2,3,4,5,2,4,3,2
user6378,4,3,5,4,5,3,5,2,2,2,1,5,3,1,2,3,1,4,1,3,1,5,1,5,2,3,5,5,4,1,5,4,5,1,5
user6379,4,1,2,4,3,4,1,4,4,1,1,5,4,4,3,2,2,3,3,4,2,4,3,3,4,2,3,1,4,3,5,4,4,5,5
user6380,2,3,2,3,3,2,1,1,2,5,4,1,5,3,4,2,2,2,2,3,3,2,4,4,5,5,3,4,4,1,5,1,4,1,3
user6381,2,1,3,4,1,3,1,4,2,1,3,1,3,5,5,4,1,2,1,2,4,1,4,3,2,4,5,2,1,2,4,2,3,1,5
user6382,1,1,2,5,1,4,4,4,2,2,3,1,5,5,4,1,3,2,3,2,3,1,1,5,1,3,5,5,2,4,3,1,2,3,2
user6383,4,5,3,5,1,4,1,4,2,2,1,1,1,5,3,2,5,5,1,2,5,4,2,5,3,4,1,1,4,5,4,4,1,2,4
user6384,5,5,1,5,1,4,1,4,1,3,1,1,4,4,2,4,2,2,4,3,3,3,3,1,1,2,1,4,1,3,2,5,1,4,5
user6385,3,1,5,2,4,2,3,5,5,2,3,2,3,3,5,5,3,5,3,2,1,1,1,4,1,3,5,4,4,4,5,2,1,5,2
user6386,3,3,5,2,4,4,5,4,4,5,4,1,5,1,1,5,1,5,1,2,4,1,3,4,2,4,2,5,1,4,5,4,2,2,4
user6387,1,1,2,4,5,4,3,2,2,4,2,5,3,3,3,3,4,4,1,5,3,3,1,1,2,3,5,4,1,2,1,3,2,2,4
user6388,5,1,2,2,4,4,3,2,1,1,5,4,4,1,3,2,2,1,4,2,1,1,2,4,2,2,1,5,5,2,1,1,5,5,4
user6389,3,4,4,4,4,5,4,1,1,2,3,5,2,5,1,4,5,2,3,4,1,2,3,4,2,2,3,1,4,4,2,1,5,2,4
user6390,3,4,2,3,5,1,2,5,4,1,1,5,3,4,4,1,1,4,3,4,5,4,2,3,3,5,2,1,5,4,3,1,5,1,4
user6391,2,4,5,1,5,4,3,5,4,5,5,1,5,4,4,2,1,5,2,1,2,3,3,4,1,1,5,4,5,5,1,5,1,1,5
user6392,2,5,3,5,3,4,2,3,1,1,1,4,5,3,3,4,3,5,1,2,3,4,4,3,3,1,3,5,1,5,5,2,5,3,1
user6393,4,1,4,5,3,5,5,3,2,4,2,4,3,1,4,4,2,2,3,4,2,5,4,5,1,3,4,3,4,2,1,3,4,4,3
user6394,3,1,3,1,5,4,5,5,1,2,2,3,2,2,2,1,2,3,5,2,1,5,2,2,1,5,4,4,2,3,4,2,2,5,3
user6395,4,4,4,5,4,3,5,3,5,5,4,4,3,3,3,1,5,1,5,5,4,5,3,1,4,5,5,2,3,1,2,4,3,4,2
user6396,2,1,4,3,1,2,1,3,4,5,5,3,5,1,3,1,2,2,1,4,1,3,3,1,1,5,3,1,5,5,5,5,5,2,1
user6397,1,2,3,3,1,5,3,4,2,3,3,3,4,1,5,4,1,5,4,5,4,4,2,4,4,4,3,3,5,2,1,2,5,4,2
user6398,4,1,5,4,5,1,2,1,2,5,5,3,3,2,4,1,1,1,4,3,4,5,5,2,3,2,2,1,1,4,4,4,3,5,3
user6399,5,5,1,2,2,5,5,2,4,5,1,4,3,3,2,3,2,4,3,3,1,2,2,3,2,2,1,2,3,2,4,3,1,2,2
user6400,2,1,3,1,3,4,2,2,4,1,5,4,5,1,2,2,5,2,5,3,2,4,3,4,2,4,5,3,4,3,1,2,2,3,1
user6401,2,2,4,4,4,5,2,4,1,2,4,4,1,5,1,4,3,2,3,1,5,4,2,1,1,3,2,5,1,2,2,5,1,1,5
user6402,1,4,1,2,1,1,2,5,2,5,2,5,3,4,2,1,4,4,4,3,4,2,2,4,2,3,2,5,1,2,1,1,2,3,3
user6403,1,1,3,4,2,5,5,1,2,1,2,1,1,4,5,4,4,3,4,1,5,1,4,3,2,2,1,4,1,3,3,3,1,4,3
user6404,4,3,4,5,3,4,3,1,4,3,5,3,4,4,1,4,2,3,3,4,2,4,3,1,1,2,1,5,1,1,5,5,3,2,1
user6405,5,3,3,1,3,5,2,5,1,5,3,5,2,3,1,3,3,1,3,5,2,4,3,5,1,5,1,5,4,4,4,1,2,5,3
user6406,3,3,3,4,1,3,3,2,1,1,1,2,1,3,2,3,1,1,1,1,2,4,1,4,1,3,3,3,5,5,2,2,4,5,3
user6407,2,1,1,4,1,4,1,3,5,4,1,2,5,3,3,3,2,3,4,3,3,5,4,2,4,1,5,2,4,2,1,1,3,2,2
user6408,4,1,2,3,5,5,1,4,3,1,2,1,5,5,2,5,2,5,2,3,2,2,1,4,1,5,1,5,4,3,1,4,3,2,3
user6409,2,5,5,1,4,4,5,2,4,2,1,3,2,1,2,2,4,3,1,3,5,1,4,3,3,5,3,5,3,1,2,4,1,2,5
user6410,4,2,2,3,2,5,3,1,5,5,2,2,5,1,5,2,3,5,4,5,5,1,2,4,5,1,5,2,2,5,3,4,1,5,3
user6411,5,5,2,2,2,5,1,3,5,2,2,1,3,4,4,1,5,2,5,5,1,1,4,5,3,3,2,1,2,2,5,4,4,1,3
user6412,5,4,2,2,4,1,1,3,5,3,2,3,2,2,4,5,5,2,3,3,3,5,2,4,3,4,3,1,5,4,4,5,1,4,1
user6413,5,3,2,3,4,2,4,3,3,5,1,2,4,3,2,4,3,3,1,5,4,5,3,5,5,5,5,5,1,3,4,4,2,5,4
user6414,5,2,1,3,2,3,1,4,4,2,1,3,5,3,3,3,4,2,1,3,2,3,3,4,5,5,3,3,4,1,3,3,5,3,4
user6415,5,2,3,1,4,2,5,3,4,5,2,4,2,4,4,5,1,2,4,5,1,4,3,5,4,3,2,3,3,3,4,3,2,5,1
user6416,2,1,5,4,2,1,1,1,5,5,3,1,4,5,5,4,3,1,4,2,2,3,4,1,4,3,2,4,2,1,3,4,5,5,3
